Year,Country,Region,Happiness_Score,GDP_per_Capita,Social_Support,Healthy_Life_Expectancy,Freedom,Generosity,Corruption_Perception,GDP_per_Capita_USD,Population,Life_Expectancy_WB
2015,South Africa,Sub-Saharan Africa,4.642,0.92049,1.18468,0.27688,0.33207,0.11973,0.08884,6112.27382485974,56723537.0,64.053
2015,Ghana,Sub-Saharan Africa,4.633,0.54558,0.67954,0.40132,0.42342,0.23087,0.04355,1722.77282833606,28696068.0,63.175
2015,Zimbabwe,Sub-Saharan Africa,4.61,0.271,1.03276,0.33475,0.25861,0.18987,0.08079,1387.12632595026,14399013.0,58.989
2015,Liberia,Sub-Saharan Africa,4.571,0.0712,0.78968,0.34201,0.28531,0.24362,0.06232,692.590082351257,4659431.0,59.248
2015,India,Southern Asia,4.565,0.64499,0.38174,0.51529,0.39786,0.26475,0.08492,1583.99815907985,1328024498.0,69.326
2015,Sudan,Sub-Saharan Africa,4.55,0.52107,1.01404,0.36878,0.10081,0.19062,0.1466,1292.37963867188,40024431.0,64.375
2015,Haiti,Latin America and Caribbean,4.518,0.26673,0.74302,0.38847,0.24425,0.46187,0.17175,1411.12684746796,10523242.0,63.224
2015,"Congo, Dem. Rep.",Sub-Saharan Africa,4.517,0.0,1.0012,0.09806,0.22605,0.24834,0.07625,495.826633014883,81035531.0,58.658
2015,Nepal,Southern Asia,4.514,0.35997,0.86449,0.56874,0.38282,0.32296,0.05907,875.543635474862,27823629.0,67.374
2015,Ethiopia,Sub-Saharan Africa,4.512,0.19073,0.60406,0.44055,0.4345,0.24325,0.15048,597.912113218663,103867135.0,63.592
2015,Sierra Leone,Sub-Saharan Africa,4.507,0.33024,0.95571,0.0,0.4084,0.21488,0.08786,964.575980888989,7037655.0,55.454
2015,Mauritania,Sub-Saharan Africa,4.436,0.45407,0.86908,0.35874,0.24232,0.219,0.17461,1554.94897871782,3965959.0,66.498
2015,Kenya,Sub-Saharan Africa,4.419,0.36471,0.99876,0.41435,0.42215,0.37542,0.05839,1489.11959777284,47088526.0,62.279
2015,Djibouti,Sub-Saharan Africa,4.369,0.44025,0.59207,0.36291,0.46074,0.18093,0.28105,2376.12554719873,1020313.0,62.833
2015,Armenia,Central and Eastern Europe,4.35,0.76821,0.77711,0.7299,0.19847,0.07855,0.039,3512.39350276709,3004600.0,74.8707317073171
2015,Botswana,Sub-Saharan Africa,4.332,0.99355,1.10464,0.04776,0.49495,0.10461,0.12474,6141.20394726616,2203273.0,63.215
2015,Myanmar,Southeastern Asia,4.307,0.27108,0.70905,0.48246,0.44017,0.79588,0.19034,1166.73305547935,51089056.0,65.288
2015,Georgia,Central and Eastern Europe,4.297,0.7419,0.38562,0.72926,0.40577,0.05547,0.38331,4086.6223465965,3725276.0,73.241
2015,Malawi,Sub-Saharan Africa,4.292,0.01604,0.41134,0.22562,0.43054,0.33128,0.06977,539.605363240686,17085587.0,62.324
2015,Sri Lanka,Southern Asia,4.271,0.83524,1.01905,0.70806,0.53726,0.40828,0.09179,4057.7158346231,20970000.0,75.99
2015,Cameroon,Sub-Saharan Africa,4.252,0.4225,0.88767,0.23402,0.49309,0.20618,0.05786,1415.00009710569,22763414.0,59.687
2015,Bulgaria,Central and Eastern Europe,4.218,1.01216,1.10614,0.76649,0.30587,0.11921,0.00872,7268.65445473873,6984225.0,74.6146341463415
2015,"Egypt, Arab Rep.",Middle East and Northern Africa,4.194,0.8818,0.747,0.61712,0.17288,0.11291,0.06324,3306.98159414141,99597342.0,70.135
2015,"Yemen, Rep.",Middle East and Northern Africa,4.077,0.54649,0.68093,0.40064,0.35571,0.09131,0.07854,1362.1738120601,31159379.0,66.761
2015,Angola,Sub-Saharan Africa,4.033,0.75778,0.8604,0.16683,0.10384,0.12344,0.07122,3641.72893919944,28157798.0,61.042
2015,Mali,Sub-Saharan Africa,3.995,0.26074,1.03526,0.20583,0.38857,0.18798,0.12352,838.11986940103,18593022.0,57.852
2015,"Congo, Rep.",Sub-Saharan Africa,3.989,0.67866,0.6629,0.31051,0.41466,0.12388,0.11686,2439.35189403696,5097581.0,63.662
2015,Comoros,Sub-Saharan Africa,3.956,0.23906,0.79273,0.36315,0.22917,0.17441,0.199,1329.37048235986,726682.0,64.473
2015,Uganda,Sub-Saharan Africa,3.931,0.21102,1.13299,0.33861,0.45727,0.29066,0.07267,862.934610355811,37531446.0,63.831
2015,Senegal,Sub-Saharan Africa,3.904,0.36498,0.97619,0.4354,0.36772,0.20843,0.10713,1218.00613555438,14593331.0,66.451
2015,Gabon,Sub-Saharan Africa,3.896,1.06024,0.90528,0.43372,0.31914,0.06822,0.11091,7047.12654634355,2040989.0,66.336
2015,Niger,Sub-Saharan Africa,3.845,0.0694,0.77265,0.29707,0.47692,0.19387,0.15639,485.662574175279,19939498.0,58.85
2015,Cambodia,Southeastern Asia,3.819,0.46038,0.62736,0.61114,0.66246,0.40359,0.07247,1547.32010444393,15623251.0,69.398
2015,Tanzania,Sub-Saharan Africa,3.781,0.2852,1.00268,0.38215,0.32878,0.34377,0.05747,939.127319335938,52020962.0,63.928
2015,Madagascar,Sub-Saharan Africa,3.681,0.20824,0.66801,0.46721,0.19184,0.21333,0.08124,445.320069480568,25426702.0,63.362
2015,Central African Republic,Sub-Saharan Africa,3.678,0.0785,0.0,0.06699,0.48879,0.23835,0.08289,366.322853938121,4629320.0,51.934
2015,Chad,Sub-Saharan Africa,3.667,0.34193,0.76062,0.1501,0.23501,0.18386,0.05269,993.990730610869,14647621.0,51.32
2015,Guinea,Sub-Saharan Africa,3.656,0.17417,0.46475,0.24009,0.37725,0.28657,0.12139,747.356966759448,11767070.0,57.899
2015,Cote d'Ivoire,Sub-Saharan Africa,3.655,0.46534,0.77115,0.15185,0.46866,0.20165,0.17922,1814.71855088017,25246342.0,58.281
2015,Burkina Faso,Sub-Saharan Africa,3.587,0.25812,0.85188,0.27125,0.39493,0.21747,0.12832,630.124750752312,18777487.0,58.778
2015,Afghanistan,Southern Asia,3.575,0.31982,0.30285,0.30335,0.23414,0.3651,0.09719,565.569730408751,33831764.0,62.27
2015,Rwanda,Sub-Saharan Africa,3.465,0.22208,0.7737,0.42864,0.59201,0.22628,0.55191,733.998629882494,11640022.0,65.419
2015,Benin,Sub-Saharan Africa,3.34,0.28665,0.35386,0.3191,0.4845,0.1826,0.0801,1002.41886879614,11360681.0,59.123
2015,Syrian Arab Republic,Middle East and Northern Africa,3.006,0.6632,0.47489,0.72193,0.15684,0.47179,0.18906,847.731631942565,19424618.0,63.265
2015,Burundi,Sub-Saharan Africa,2.905,0.0153,0.41587,0.22396,0.1185,0.19727,0.10062,254.402585226788,11047580.0,60.107
2015,Togo,Sub-Saharan Africa,2.839,0.20868,0.13995,0.28443,0.36453,0.16681,0.10731,751.051987587248,7663195.0,59.22
2016,Denmark,Western Europe,7.526,1.44178,1.16374,0.79504,0.57941,0.36171,0.44453,54500.9260410217,5728010.0,80.8536585365854
2016,Switzerland,Western Europe,7.509,1.52733,1.14524,0.86303,0.58557,0.28083,0.41203,82153.0745447889,8373338.0,83.6024390243903
2016,Iceland,Western Europe,7.501,1.42666,1.18326,0.86733,0.56624,0.47678,0.14975,62854.0906407932,335439.0,82.2048780487805
2016,Norway,Western Europe,7.498,1.57744,1.1269,0.79579,0.59609,0.37895,0.35776,70867.3609970749,5234519.0,82.4073170731707
2016,Finland,Western Europe,7.413,1.40598,1.13464,0.81091,0.57104,0.25492,0.41004,43451.2562442158,5495303.0,81.4292682926829
2016,Canada,North America,7.404,1.44015,1.0961,0.8276,0.5737,0.44834,0.31329,42314.0615817218,36110803.0,81.94
2016,Netherlands,Western Europe,7.339,1.46468,1.02912,0.81231,0.55211,0.47416,0.29927,46808.5291492503,17030314.0,81.5609756097561
2016,New Zealand,Australia and New Zealand,7.334,1.36066,1.17278,0.83096,0.58147,0.49401,0.41904,40113.7195382428,4714100.0,81.6585365853659
2016,Australia,Australia and New Zealand,7.313,1.44443,1.10476,0.8512,0.56837,0.47407,0.32331,50084.4440606385,24190907.0,82.4487804878049
2016,Sweden,Western Europe,7.291,1.45181,1.08764,0.83121,0.58218,0.38254,0.40867,51703.5088332851,9923085.0,82.3073170731707
2016,Israel,Middle East and Northern Africa,7.267,1.33766,0.99537,0.84917,0.36432,0.32288,0.08728,37671.5389138798,8546000.0,82.4073170731707
2016,Austria,Western Europe,7.119,1.45038,1.08383,0.80565,0.54355,0.32865,0.21348,45061.4993920192,8736668.0,81.6414634146342
2016,United States,North America,7.104,1.50796,1.04782,0.779,0.48163,0.41077,0.14868,57638.1018367192,324353340.0,78.5390243902439
2016,Costa Rica,Latin America and Caribbean,7.087,1.06879,1.02152,0.76146,0.55225,0.22553,0.10547,12091.0301606154,4866998.0,79.988
2016,Germany,Western Europe,6.994,1.44787,1.09774,0.81487,0.53466,0.30452,0.28551,42948.9381932694,82348669.0,80.990243902439
2016,Brazil,Latin America and Caribbean,6.952,1.08754,1.03938,0.61415,0.40425,0.15776,0.14166,8836.28546025694,203218114.0,75.081
2016,Belgium,Western Europe,6.929,1.42539,1.05249,0.81959,0.51354,0.2424,0.26248,41854.5498296444,11331422.0,81.4390243902439
2016,Ireland,Western Europe,6.907,1.48341,1.16157,0.81455,0.54008,0.44963,0.29754,64129.5571542383,4762722.0,81.6536585365854
2016,Luxembourg,Western Europe,6.871,1.69752,1.03999,0.84542,0.5487,0.27571,0.35329,106899.293549552,582014.0,82.6853658536585
2016,Mexico,Latin America and Caribbean,6.778,1.11508,0.7146,0.71143,0.37709,0.11735,0.18355,9097.92397674769,122251351.0,74.376
2016,Singapore,Southeastern Asia,6.739,1.64555,0.86758,0.94719,0.4877,0.32706,0.46987,57005.5887176547,5607283.0,82.8463414634146
2016,United Kingdom,Western Europe,6.725,1.40283,1.08672,0.80991,0.50036,0.50156,0.27399,41257.9085545556,65607000.0,81.1560975609756
2016,Chile,Latin America and Caribbean,6.705,1.2167,0.90587,0.81883,0.37789,0.31595,0.11451,13649.8520452803,18267221.0,80.295
2016,Panama,Latin America and Caribbean,6.701,1.18306,0.98912,0.70835,0.48927,0.2418,0.08423,14832.3611652459,4029086.0,77.772
2016,Argentina,Latin America and Caribbean,6.65,1.15137,1.06612,0.69711,0.42284,0.10989,0.07296,12699.9623137756,43900313.0,76.105
2016,Czechia,Central and Eastern Europe,6.596,1.30915,1.00793,0.76376,0.41418,0.09929,0.03986,18753.9686718096,10566332.0,79.0268292682927
2016,United Arab Emirates,Middle East and Northern Africa,6.573,1.57352,0.87114,0.72993,0.56215,0.26591,0.35561,42721.0999383185,8935095.0,82.195
2016,Uruguay,Latin America and Caribbean,6.545,1.18157,1.03143,0.72183,0.54388,0.18056,0.21394,17009.7584207276,3379283.0,77.351
2016,Malta,Western Europe,6.488,1.30782,1.09879,0.80315,0.54994,0.56237,0.17554,26459.0770929988,454505.0,82.4536585365854
2016,Colombia,Latin America and Caribbean,6.481,1.03032,1.02169,0.59659,0.44735,0.15626,0.05399,5959.84250367574,47437512.0,76.228
2016,France,Western Europe,6.478,1.39488,1.00508,0.83795,0.46562,0.1216,0.17808,37024.2157133669,66724104.0,82.5731707317073
2016,Thailand,Southeastern Asia,6.474,1.0893,1.04477,0.64915,0.49553,0.58696,0.02833,5833.57715617098,70859841.0,76.769
2016,Saudi Arabia,Middle East and Northern Africa,6.379,1.48953,0.84829,0.59267,0.37904,0.15457,0.30008,22267.7217050387,30954198.0,78.354
2016,Qatar,Middle East and Northern Africa,6.375,1.82427,0.87964,0.71723,0.56679,0.32388,0.48049,61253.6217997091,2477113.0,82.147
2016,Spain,Western Europe,6.361,1.34253,1.12945,0.87896,0.37545,0.17665,0.06137,26755.6061149398,46458139.0,83.3292682926829
2016,Algeria,Middle East and Northern Africa,6.355,1.05266,0.83309,0.61804,0.21006,0.07044,0.16157,4424.98529027556,40850721.0,75.31
